CD06,UBRIQUE,Nos situamos en el centro de Ubrique y salimos por la A-373 en dirección hacia El Bosque y Ronda.,"En el km. 1,7 giramos a la derecha por la A-2302 hacia Benaocaz y Ronda; durante la ascensión pasamos al lado de Benaocaz y Villaluenga del Rosario.","1,5 kms. después de Villaluenga, en un collado sin señal ni referencia.",,36.70516,-5.37297,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d717c7640957ae3&hl=es&ie=UTF8&t=m&ll=36.690446,-5.415573&spn=0.110121,0.171318&z=12&output=embed"
NA04,OIARTZUN,"En la localidad guipuzcoana de Oiartzun, salimos en dirección a Lesaka por la GI-3420, luego al entrar en Navarra se convertirá en la NA-4000. [ Mismo inicio que el GP10 Bianditz ]","Cuando llevamos 7,8 kms. alcanzamos el puerto y túnel de Aritxulegi (cruzarlo no presenta problemas al ciclista) entrando en la provincia de Navarra. Luego vienen unos kms de descenso hasta el embalse de San Antón y pasando la presa, comienza la subida definitiva hasta el alto de Agiña.","No tiene cartel, es un claro cambio de rasante pero habrá que mirar en el cuentakilómetros que llevamos 16 kms desde Oiartzun. En el alto parte una pista de tierra hacia la derecha.",,43.26482,-1.75917,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f973ed4f8dc4cf939&hl=es&ie=UTF8&t=m&ll=43.286203,-1.815147&spn=0.099967,0.171318&z=12&output=embed"
GR02,SANTIAGO DE LA ESPADA,"Salimos de Santiago de la Espada por la A-317 en dirección a Puebla de Don Fadrique. Justo en el puente sobre el río Zumeta, y entrando en la provincia de Granada, comenzamos la ascensión.","En el km. 3,8 giramos a la derecha por la A-4301 hacia La Losa y Prado Bello.","No tiene cartel, es un collado de paso a unos 14,5 kms. del puente de inicio.",,38.00102,-2.59104,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f75712a9eda55a127&hl=es&ie=UTF8&t=m&ll=38.042143,-2.569084&spn=0.108155,0.171318&z=12&output=embed"
GR02,RÍO RAIGADAS (SUR),"En la carretera A-4301 que va de Huéscar a Santiago de la Espada, junto al cartel del Km. 19, al cruzar el puente sobre el río Raigadas en dirección a Santiago de la Espada.","En el km. 2,6 seguimos rectos ignorando la carretera que por la derecha se dirige a Puebla de don Fadrique.","No tiene cartel, es un collado de paso a unos 9,5 kms. del puente de inicio.",,38.00102,-2.59104,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f75718e5ec99ffd71&hl=es&ie=UTF8&t=m&ll=37.98534,-2.598953&spn=0.108238,0.171318&z=12&output=embed"
GI02,ARBÚCIES,"En la localidad de Arbucies, saliendo hacia Espinelves y Viladrau por la GI-543.","A los 12,3 kms desde Arbucies, alcanzamos el Coll de Revel, una gasolinera y una rotanda sobre la C-25. En la rotonda, tomaremos la primera salida hacia la derecha, está indicado a El Pla de les Arenes, es la GI-5411 que va hacia Sant Hilari Sacalm.","No tiene cartel, sólo la referencia de una serrería a la derecha, en una curva a derechas. Si seguimos 500 mts. más, encontraremos el restaurante que da nombre a Els Cortals.",,41.86665,2.46377,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9b01f88a0935eafa&hl=es&ie=UTF8&t=m&ll=41.840665,2.48291&spn=0.102311,0.171318&z=12&output=embed"
EL,JUNTAS DE MILLER,"En la carretera JF-7038 en Las Juntas de Miller, donde se unen el río Segura y el río Zumeta, seguimos dirección a Santiago de La Espada por la JF-7013. A los 250 mts. tomamos la pista que se desvía a la izquierda hacia Góntar, cruzando el río Zumeta y dando por iniciado el ascenso. [ Mismo inicio que el JA16 Alto de Marchena ]",Cruzaremos el pueblo de Góntar y seguiremos hacia Pedro Andrés por una calle hormigonada que enseguida vuelve a ser la carretera asfaltada.,"No tiene indicación alguna, desde el puente sobre el Zumeta, serán 8,6 kms. de ascensión.",,38.21037,-2.42878,https://mapsengine.google.com/map/embed?mid=z2BySGg8sb8M.kme6IFxOo4zA
LP07,SANTA MARÍA DE GUÍA,"En Santa María de Guía, buscando la salida hacia La Cuesta del Caraballo por la GC-701.","En el km. 3,1 seguimos por la GC-70 hacia Montaña Alta, en el km. 6,9 dejamos esta carretera girando a la derecha hacia Lomo de Bascamao; en el km. 8,7 volvemos a la GC-70 y seguimos dirección Montaña Alta; en el km. 10,5 volvemos a dejar la GC-70 para girar a la derecha hacia Monte Pavón; en el km. 12,5 alcanzamos la GC-702 y seguimos hacia la derecha; en el km. 15,9 volvemos a la GC-70 y seguimos dirección Tejeda; en el km. 20,6 nos incorporamos a la GC-21 siguendo por la derecha hacia Tejeda; y en el km. 21,3 giramos a la izquierda hacia Tejeda por la GC-150.","No tiene ninguna indicación ni cartel, unos 2,5 kms. más adelante después del último cruce a Tejeda, al poco de pasar una pista que lleva al vértice de Los Moriscos.",,28.02556,-15.61222,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f72d146dc863c1d4a&hl=es&ie=UTF8&t=m&ll=28.070163,-15.590286&spn=0.242351,0.342636&z=11&output=embed"
LP07,HOYA PINEDA,"En la GC-2 entre Agaete y Gáldar, debemos buscar el inicio de la carretera GC-220 que nos conduce a Hoya Pineda.","No dejaremos la GC-220 hasta el km. 25,4 para girar a la izquierda por la GC-21 hacia Valleseco; y en el km. 26,9 tomamos a la derecha la GC-150 que va hacia Tejeda.","No tiene ninguna indicación ni cartel, unos 2,5 kms. más adelante después del último cruce a Tejeda, al poco de pasar una pista que lleva al vértice de Los Moriscos.",,28.02556,-15.61222,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f72d1cc104d90d6d2&hl=es&ie=UTF8&t=m&ll=28.07198,-15.5896&spn=0.242346,0.342636&z=11&output=embed"
MA02,PONTÓN DE LA OLIVA,"Salimos de Torrelaguna hacia Torremocha de Jarama y Patones por la M-102, y pasado éste último pueblo, junto al desvío que a la derecha se dirige a la presa del Pontón de la Oliva, damos por iniciado el ascenso en dirección a la presa de El Atazar.","A los 8,3 kms. continuamos a la izquierda hacia Torrelaguna por la M-133 ignorando la derecha que se dirige a El Atazar.","No tiene ninguna indicación, el final es algo irregular, unos 3,5 kms. después del desvío a El Atazar.",,40.89473,-3.50278,https://mapsengine.google.com/map/embed?mid=zHdFzi7u_nzg.kOyMyldfHv7g
SO01,MONTENEGRO DE CAMEROS,"En la LR-333, luego SO-830, que une Villoslada de Cameros con Montenegro de Cameros, la subida comienza al cruzar el Río Mayor, poco antes de llegar a Montenegro de Cameros. [ Mismo inicio que el SO09 Santa Inés por Montenegro de Cameros ]",Al cabo de 1 km. seguimos por la derecha hacia Viniegra de Arriba (la izquierda nos llevaría a Santa Inés),"No tiene pérdida, además de tener cartel de puerto, es frontera entre Castilla y León y La Rioja. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Soria y La Rioja. Ver LR03.",,42.09636,-2.79023,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a3605be76f3c166&hl=es&ie=UTF8&t=m&ll=42.09249,-2.76289&spn=0.050953,0.085659&z=13&output=embed"
ZM02,HERMISENDE,"Para iniciar la ascensión debemos atravesar el pueblo de Hermisende. El inicio comienza una vez pasado el puente sobre el Río Tuela, en la carretera ZA-L-2698.","Seguir la carretera principal, dirección Castromil, hasta entrar en Galicia, desoyendo los desvíos a Moimenta y Cádavos/A Mezquita. Una vez pasado Castromil, poco antes de entrar en el pueblo gallego, debemos tomar un desvío no señalizado a mano derecha, para ascender por una carretera de asfalto rugoso, pero aceptable.","No tiene pérdida, aunque no está señalizado. Tras una rampa durísima al 21% nos encontraremos con un desvío a los molinos a mano derecha, y un cartel indicador del Parque Natural gallego de Pena Maseira. Si continuamos de frente, en 1,3 km llegaríamos a la Portilla de la Canda, limítrofe entre Zamora y Orense. Aquí podríamos optar por bajar directamente a Lubián por una carretera botosa de 7 km, aunque también existe la posibilidad de descender 1,7 km dirección Orense para luego volver a Lubián por la antigua N-525 (Túnel da Canda), sin tráfico y con buen asfalto.",,42.02674,-6.97327,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004ff81437904d1df085&ie=UTF8&t=m&ll=41.994967,-6.942673&spn=0.102063,0.171318&z=12&output=embed"
CO08,LOS JUNCARES,"En la A-331 entre Iznájar y Rute, nos desviamos por la A-333 hacia El Higueral y Priego de Córdoba; a unos 5 kms. de este desvío, encontramos la carretera que por la izquierda accede al barrio de Los Juncares. Aquí iniciamos la subida.",Una vez empezamos a subir tenemos dos opciones y las dos son muy parecidas,"o bien a los 800 mts. de ascenso girar a la izquierda (en el mapa, con color más claro), o seguir 300 mts. más e igualmente girar a la izquierda (en el mapa con color más oscuro); ésta segunda es 500 mts. más corta y de mayor porcentaje; las dos opciones nos llevarán al mismo punto que, girando a la derecha, sigue subiendo.",,37.30494,-4.28187,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8dfc4366ae4275a7&hl=es&ie=UTF8&t=m&ll=37.297271,-4.277115&spn=0.027311,0.04283&z=14&output=embed"
CS09,ATZENETA DEL MAESTRAT,"En Adzeneta del Maestrazgo, saliendo por la CV-171 dirección Xodos. [Mismo inicio que el CS04 El Vidré-Vistabella ]","En el km. 15,3 desde Adzeneta, tenemos dos opciones","o entrar en el pueblo de Xodos o seguir directamente hacia el alto sin pasar por el pueblo. Las dos opciones se unen en un cruce a 1,8 kms del collado final.",,40.26236,-0.28083,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f95f9ab91ffad2ad7&hl=es&ie=UTF8&t=m&ll=40.235771,-0.23243&spn=0.104836,0.171318&z=12&output=embed"
MA02e,GUADARRAMA,"En la localidad de Guadarrama, saliendo por la calle San Macario y siguiendo las indicaciones que nos llevan a La Jarosa.","A los 2,6 kms. alcanzamos la altura de la presa, seguimos por la izquierda, para ir bordeando el embalse de La Jarosa por su parte derecha.","Ofrece muchas dudas porque cuando se está llegando al final, hay varios puntos que nos parecen los más altos. Hace unos años había un burucartel que desapareció. NOTA",,40.67574,-4.16275,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77e40df5c4ad1dd6&hl=es&ie=UTF8&t=m&ll=40.66814,-4.127426&spn=0.052082,0.085659&z=13&output=embed"
PO04,MARÍN / SAN XULIÁN,"Comenzamos la ascensión en el mismo puerto de Marín, junto a la puerta de entrada de la Escuela Naval, y tomando la avenida Jaime Janer que al salir de la población se convertirá en la PO-313 hacia Moaña. (Mismo punto de inicio que la vertiente de Marín / Pardavila)","Cuando llevemos 1,5 kms. encontramos una bifurcación y ambas apuntan al Lago Castiñeiras","para esta vertiente tomamos a la izquierda hacia San Xulián y Figueirido; el resto es seguir las indicaciones al Lago de Castiñeiras; al llegar al lago giramos dos veces seguidas a la derecha para encontrar la carretera que asciende de la vertiente de Martín por Pardavila y girar a la izquierda; en el siguiente cruce ya en la parte superior del área recreativa, seguimos de frente hacia Coto Redondo y su mirador.",,42.35332,-8.67546,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e1513fba60de4bccd&ie=UTF8&t=m&ll=42.372876,-8.690872&spn=0.050728,0.085659&z=13&output=embed"
PO04,MARÍN / PARDAVILA,"Comenzamos la ascensión en el mismo puerto de Marín, junto a la puerta de entrada de la Escuela Naval, y tomando la avenida Jaime Janer que al salir de la población se convertirá en la PO-313 hacia Moaña. (Mismo punto de inicio que la vertiente de Marín / San Xulián)","Cuando llevemos 1,5 kms. encontramos una bifurcación y ambas apuntan al Lago Castiñeiras","para esta vertiente tomamos a la izquierda hacia San Xulián y Figueirido; en algún cruce seguiremos las indicaciones al Laga Castiñeira; al llegar a la zona del lago, nos encontramos con la vertiente que viene de San Xulián por la izquierda, hemos de seguir a la derecha; en el siguiente cruce ya en la parte superior del área recreativa, seguimos de frente hacia Coto Redondo y su mirador.",,42.35332,-8.67546,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e15151384509d7374&ie=UTF8&t=m&ll=42.373003,-8.690357&spn=0.050728,0.085659&z=13&output=embed"
SO06,CL-117,"Si vamos de Regumiel de la Sierra hacia Duruelo de la Sierra por la CL-117, consideraremos el inicio justo en el límite provincial entre Burgos y Soria, cuando aparece un tercer carril en la carretera.","Sólo recorremos 1,5 kms. de la CL-117, y debemos toma el desvío a la derecha hacia Amogable y Navaleno.","Para los más puristas del asfalto, el CIMA acaba en un cruce con una pista de tierra que lleva a ""Cabeza Alta"". Pero los más valientes querrán rematar, girando a la derecha, con 1,8 kms de pista de tierra en buen estado hasta el punto de vigilancia forestal de Cabeza Alta, adornado con una preciosa escultura en homenaje al leñador. Muy recomendable.",,41.91442,-2.94477,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a38305db4c486be&hl=es&ie=UTF8&t=m&ll=41.932678,-2.949829&spn=0.051082,0.085659&z=13&output=embed"
CS19,EL TORO,Salimos de la localidad de El Toro por la carretera que nos lleva a la ermita de San Roque y la antigua base militar o radar.,"En las instalaciones militares abandonadas, junto a unas antenas parabólicas. RECOMENDACIÓN","Para los que tienen más tiempo o buscan más recorrido, un buen punto de inicio es Jérica, pasando por Viver y Torás hasta llegar a El Toro.",,39.89263,-0.80796,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96ce88df2b55dd34&hl=es&ie=UTF8&t=m&ll=39.933433,-0.763206&spn=0.105303,0.171318&z=12&output=embed"
CS15,VALLIBONA,"En el km. 16 de la CV-111 cerca de Vallibona, al cruzar el puente sobre el río Cervol, dirección hacia Morella.","El punto más alto no es sencillo de percibir. Una vez llevemos 8,6 kms desde el puente de inicio, veremos una pista de tierra a la izquierda que va a unas antenas, y unos metros más adelante, un sendero que se dirige a la ermita de Santa Águeda que da nombre a la subida. RECOMENDACIÓN","Para los que tienen más tiempo o buscan un buen recorrido, se recomienda comenzar este CIMA en Rosell, en el mismo cruce donde empieza el CS02 Bel, tomando dirección Vallibona, por una carretera que remonta el río Cervol con tramos de fuertes pendientes.",,40.58069,0.02701,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96cc2138b2b9506c&hl=es&ie=UTF8&t=m&ll=40.590297,0.038195&spn=0.026071,0.04283&z=14&output=embed"
GI15,RIERA SALIONÇ (GI-682),"Es la GI-682 entre Tossa de Mar y Sant Feliu de Guixols. Cuando atravesemos la Riera de Salionç, cerca de un cruce donde se anuncia la Urbanització Cala Salionç, daremos por iniciada la ascensión en dirección a Sant Feliu.","En el km. 1,1 dejaremos la GI-682 para desviarnos a la izquierda hacia la ermita de Sant Grau por la GIV-6821.","Pasada la ermita de Sant Grau, aún nos quedan 1,6 kms. más de ascensión siguiendo dirección Llagostera, hasta un collado sin cartel ni nada significativo.",,41.76379,2.93867,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9aba9e97a84059b2&hl=es&ie=UTF8&t=m&ll=41.755626,2.951546&spn=0.025612,0.04283&z=14&output=embed"
MU01,CUESTAS DEL MARQUÉS,"Salimos de Alhama de Murcia por la C-3315 que se dirige a Mula, Pliego y el Parque Natural de Sierra Espuña. Cuando llevemos 7 kms. recorridos por esta carretera hacia Pliego, veremos el inicio en el desvío hacia El Berro.","En los varios cruces que encontraremos, seguir las indicaciones a A.R. La Perdiz.","Pasado el A.R. La Perdiz, con zona recreativa, continuar un poco más hasta un alto sin señalizar. NOTA",,37.86437,-1.52917,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7b8cbeda77bfcc05&hl=es&ie=UTF8&t=m&ll=37.865368,-1.483154&spn=0.108415,0.171318&z=12&output=embed"
CU02,VILLAR DEL HUMO,Salimos de Cardenete hacia Villar del Humo por la CU-V-5014. La subida empieza cuando crucemos el puente sobre el río Cabriel.,Podemos cruzar el pueblo de Villar del Humo por el centro de la población para tomar agua en la fuente del pueblo o evitarlo por la moderna variante por la derecha.,"Pasado el km. 13 alcanzamos un collado de paso, sin señalizar, donde podemos considerar el final, en la cota 1.295 mts. ... o si tenemos ganas de más, podemos coger la pista de tierra que sale a la derecha, enfilando hacia las antenas; unos 700 mts. poco ciclabes para ruedas finas, y volvemos a girar a la derecha, retomando el asfalto, aunque muy roto hasta llegar a las antenas que dominan el monte a 1.398 mts. de altitud.",,39.90677,-1.57071,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8ea41b3475e5a967&hl=es&ie=UTF8&t=m&ll=39.877337,-1.614647&spn=0.105389,0.171318&z=12&output=embed"
GP08,EIBAR,"Si llegamos a Eibar desde Ermua, por la N-634, encontraremos las indicaciones suficientes para seguir hacia Arrate.","Saldremos de Eibar con pendiente moderada y enseguida cruzamos un túnel; nada más salir al otro lado, hay que desviarse a la derecha (perfectamente señalidado en todo momento a Arrate). Se traza un bucle y pasamos bajo la carretera. En el km. 5 de ascensión, se deja a la izquierda la carretera a Markina.","Pasado el km. 7 se llega al alto de Usartza, pero no nos detendremos aquí sino que seguiremos casi 1 km. más en suave descenso para llegar al Santuario de Arrate.",,43.20541,-2.44693,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f98871d6eab7c52f5&hl=es&ie=UTF8&t=m&ll=43.193914,-2.461967&spn=0.050059,0.085659&z=13&output=embed"
BU03,QUINTANAR DE LA SIERRA / EL COLLADO,"En la BU-P-8221 que une Vinuesa y Salas de los Infantes, empezamos la subida en el desvío a Quintanar de la Sierra, por la BU-822.","En el km. 1,6 acabando de cruzar Quintanar seguimos por la derecha hacia Neila y Villavelayo; en el Km. 10,0 alcanzaremos el puerto del Collado, y tendremos que girar a la izquierda hacia Las Lagunas. En el Km. 12,9 encontraremos un cruce y claramente veremos la carretera que sube a las lagunas con una valla siempre abierta junto a una caseta.","Pasado el mirador de San Francisco, la subida acaba en una explanada sin indicación alguna. Aun podemos seguir casi un km. por pista de tierra en buen estado hasta contemplar una de la lagunas.",,42.04625,-3.04281,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c77b88d7e123c7c&hl=es&ie=UTF8&t=m&ll=42.01104,-3.03154&spn=0.102038,0.171318&z=12&output=embed"
